year,state,month,number,date
2017,Pernambuco,feb,23,1/1/17
1998,Pernambuco,mar,0,1/1/98
1999,Pernambuco,mar,27,1/1/99
2000,Pernambuco,mar,14,1/1/00
2001,Pernambuco,mar,0,1/1/01
2002,Pernambuco,mar,24,1/1/02
2003,Pernambuco,mar,9,1/1/03
2004,Pernambuco,mar,6,1/1/04
2005,Pernambuco,mar,45,1/1/05
2006,Pernambuco,mar,18,1/1/06
2007,Pernambuco,mar,4,1/1/07
2008,Pernambuco,mar,32,1/1/08
2009,Pernambuco,mar,15,1/1/09
2010,Pernambuco,mar,59,1/1/10
2011,Pernambuco,mar,39,1/1/11
2012,Pernambuco,mar,44,1/1/12
2013,Pernambuco,mar,40,1/1/13
2014,Pernambuco,mar,36,1/1/14
2015,Pernambuco,mar,33,1/1/15
2016,Pernambuco,mar,4,1/1/16
2017,Pernambuco,mar,7,1/1/17
1998,Pernambuco,apr,0,1/1/98
1999,Pernambuco,apr,2,1/1/99
2000,Pernambuco,apr,1,1/1/00
2001,Pernambuco,apr,2,1/1/01
2002,Pernambuco,apr,5,1/1/02
2003,Pernambuco,apr,7,1/1/03
2004,Pernambuco,apr,5,1/1/04
2005,Pernambuco,apr,1,1/1/05
2006,Pernambuco,apr,2,1/1/06
2007,Pernambuco,apr,1,1/1/07
2008,Pernambuco,apr,5,1/1/08
2009,Pernambuco,apr,3,1/1/09
2010,Pernambuco,apr,2,1/1/10
2011,Pernambuco,apr,22,1/1/11
2012,Pernambuco,apr,46,1/1/12
2013,Pernambuco,apr,11,1/1/13
2014,Pernambuco,apr,10,1/1/14
2015,Pernambuco,apr,30,1/1/15
2016,Pernambuco,apr,8,1/1/16
2017,Pernambuco,apr,9,1/1/17
1998,Pernambuco,may,0,1/1/98
1999,Pernambuco,may,6,1/1/99
2000,Pernambuco,may,7,1/1/00
2001,Pernambuco,may,5,1/1/01
2002,Pernambuco,may,13,1/1/02
2003,Pernambuco,may,1,1/1/03
2004,Pernambuco,may,2,1/1/04
2005,Pernambuco,may,1,1/1/05
2006,Pernambuco,may,1,1/1/06
2007,Pernambuco,may,0,1/1/07
2008,Pernambuco,may,0,1/1/08
2009,Pernambuco,may,0,1/1/09
2010,Pernambuco,may,8,1/1/10
2011,Pernambuco,may,1,1/1/11
2012,Pernambuco,may,36,1/1/12
2013,Pernambuco,may,9,1/1/13
2014,Pernambuco,may,4,1/1/14
2015,Pernambuco,may,17,1/1/15
2016,Pernambuco,may,6,1/1/16
2017,Pernambuco,may,13,1/1/17
1998,Pernambuco,jun,1,1/1/98
1999,Pernambuco,jun,7,1/1/99
2000,Pernambuco,jun,4,1/1/00
2001,Pernambuco,jun,2,1/1/01
2002,Pernambuco,jun,1,1/1/02
2003,Pernambuco,jun,2,1/1/03
2004,Pernambuco,jun,4,1/1/04
2005,Pernambuco,jun,3,1/1/05
2006,Pernambuco,jun,0,1/1/06
2007,Pernambuco,jun,1,1/1/07
2008,Pernambuco,jun,0,1/1/08
2009,Pernambuco,jun,1,1/1/09
2010,Pernambuco,jun,1,1/1/10
2011,Pernambuco,jun,4,1/1/11
2012,Pernambuco,jun,12,1/1/12
2013,Pernambuco,jun,12,1/1/13
2014,Pernambuco,jun,3,1/1/14
2015,Pernambuco,jun,3,1/1/15
2016,Pernambuco,jun,4,1/1/16
2017,Pernambuco,jun,5,1/1/17
1998,Pernambuco,jul,5,1/1/98
1999,Pernambuco,jul,2,1/1/99
2000,Pernambuco,jul,0,1/1/00
2001,Pernambuco,jul,6,1/1/01
2002,Pernambuco,jul,8,1/1/02
2003,Pernambuco,jul,5,1/1/03
2004,Pernambuco,jul,13,1/1/04
2005,Pernambuco,jul,1,1/1/05
2006,Pernambuco,jul,1,1/1/06
2007,Pernambuco,jul,3,1/1/07
2008,Pernambuco,jul,0,1/1/08
2009,Pernambuco,jul,1,1/1/09
2010,Pernambuco,jul,7,1/1/10
2011,Pernambuco,jul,2,1/1/11
2012,Pernambuco,jul,11,1/1/12
2013,Pernambuco,jul,4,1/1/13
2014,Pernambuco,jul,11,1/1/14
2015,Pernambuco,jul,13,1/1/15
2016,Pernambuco,jul,17,1/1/16
2017,Pernambuco,jul,2,1/1/17
1998,Pernambuco,aug,12,1/1/98
1999,Pernambuco,aug,3,1/1/99
2000,Pernambuco,aug,31,1/1/00
2001,Pernambuco,aug,27,1/1/01
2002,Pernambuco,aug,37,1/1/02
2003,Pernambuco,aug,26,1/1/03
2004,Pernambuco,aug,41,1/1/04
2005,Pernambuco,aug,10,1/1/05
2006,Pernambuco,aug,8,1/1/06
2007,Pernambuco,aug,20,1/1/07
2008,Pernambuco,aug,2,1/1/08
2009,Pernambuco,aug,10,1/1/09
2010,Pernambuco,aug,29,1/1/10
2011,Pernambuco,aug,27,1/1/11
2012,Pernambuco,aug,27,1/1/12
2013,Pernambuco,aug,14,1/1/13
2014,Pernambuco,aug,23,1/1/14
2015,Pernambuco,aug,21,1/1/15
2016,Pernambuco,aug,42,1/1/16
2017,Pernambuco,aug,20,1/1/17
1998,Pernambuco,sep,177,1/1/98
1999,Pernambuco,sep,64,1/1/99
2000,Pernambuco,sep,130,1/1/00
2001,Pernambuco,sep,298,1/1/01
2002,Pernambuco,sep,374,1/1/02
2003,Pernambuco,sep,510,1/1/03
2004,Pernambuco,sep,192,1/1/04
2005,Pernambuco,sep,154,1/1/05
2006,Pernambuco,sep,147,1/1/06
2007,Pernambuco,sep,164,1/1/07
2008,Pernambuco,sep,92,1/1/08
2009,Pernambuco,sep,164,1/1/09
2010,Pernambuco,sep,179,1/1/10
2011,Pernambuco,sep,243,1/1/11
2012,Pernambuco,sep,192,1/1/12
2013,Pernambuco,sep,143,1/1/13
2014,Pernambuco,sep,63,1/1/14
2015,Pernambuco,sep,116,1/1/15
2016,Pernambuco,sep,171,1/1/16
2017,Pernambuco,sep,69,1/1/17
1998,Pernambuco,oct,372,1/1/98
1999,Pernambuco,oct,180,1/1/99
2000,Pernambuco,oct,411,1/1/00
2001,Pernambuco,oct,461,1/1/01
2002,Pernambuco,oct,638,1/1/02
2003,Pernambuco,oct,859,1/1/03
2004,Pernambuco,oct,545,1/1/04
2005,Pernambuco,oct,408,1/1/05
2006,Pernambuco,oct,310,1/1/06
2007,Pernambuco,oct,702,1/1/07
2008,Pernambuco,oct,274,1/1/08
2009,Pernambuco,oct,254,1/1/09
2010,Pernambuco,oct,347,1/1/10
2011,Pernambuco,oct,461,1/1/11
2012,Pernambuco,oct,222,1/1/12
2013,Pernambuco,oct,161,1/1/13
2014,Pernambuco,oct,174,1/1/14
2015,Pernambuco,oct,194,1/1/15
2016,Pernambuco,oct,319,1/1/16
2017,Pernambuco,oct,256,1/1/17
1998,Pernambuco,nov,141,1/1/98
1999,Pernambuco,nov,41,1/1/99
2000,Pernambuco,nov,64,1/1/00
2001,Pernambuco,nov,208,1/1/01
2002,Pernambuco,nov,521,1/1/02
2003,Pernambuco,nov,560,1/1/03
2004,Pernambuco,nov,465,1/1/04
2005,Pernambuco,nov,452,1/1/05
2006,Pernambuco,nov,385,1/1/06
2007,Pernambuco,nov,359,1/1/07
2008,Pernambuco,nov,363,1/1/08
2009,Pernambuco,nov,486,1/1/09
2010,Pernambuco,nov,831,1/1/10
2011,Pernambuco,nov,352,1/1/11
2012,Pernambuco,nov,181,1/1/12
2013,Pernambuco,nov,110,1/1/13
2014,Pernambuco,nov,111,1/1/14
2015,Pernambuco,nov,315,1/1/15
2016,Pernambuco,nov,191,1/1/16
2017,Pernambuco,nov,66,1/1/17
1998,Pernambuco,dec,59,1/1/98
1999,Pernambuco,dec,16,1/1/99
2000,Pernambuco,dec,22,1/1/00
2001,Pernambuco,dec,62,1/1/01
2002,Pernambuco,dec,259,1/1/02
2003,Pernambuco,dec,229,1/1/03
2004,Pernambuco,dec,373,1/1/04
2005,Pernambuco,dec,191,1/1/05
2006,Pernambuco,dec,207,1/1/06
2007,Pernambuco,dec,200,1/1/07
2008,Pernambuco,dec,203,1/1/08
2009,Pernambuco,dec,351,1/1/09
2010,Pernambuco,dec,117,1/1/10
2011,Pernambuco,dec,364,1/1/11
2012,Pernambuco,dec,108,1/1/12
2013,Pernambuco,dec,141,1/1/13
2014,Pernambuco,dec,101,1/1/14
2015,Pernambuco,dec,176,1/1/15
2016,Pernambuco,dec,161,1/1/16
1998,Piau,jan,0,1/1/98
1999,Piau,jan,21,1/1/99
2000,Piau,jan,5,1/1/00
2001,Piau,jan,29,1/1/01
2002,Piau,jan,33,1/1/02
2003,Piau,jan,86,1/1/03
2004,Piau,jan,42,1/1/04
2005,Piau,jan,94,1/1/05
2006,Piau,jan,133,1/1/06
2007,Piau,jan,123,1/1/07
2008,Piau,jan,61,1/1/08
2009,Piau,jan,79,1/1/09
2010,Piau,jan,99,1/1/10
2011,Piau,jan,39,1/1/11
2012,Piau,jan,80,1/1/12
2013,Piau,jan,72,1/1/13
2014,Piau,jan,79,1/1/14
2015,Piau,jan,92,1/1/15
2016,Piau,jan,94,1/1/16
2017,Piau,jan,85,1/1/17
1998,Piau,feb,0,1/1/98
1999,Piau,feb,22,1/1/99
2000,Piau,feb,12,1/1/00
2001,Piau,feb,0,1/1/01
2002,Piau,feb,160,1/1/02
2003,Piau,feb,3,1/1/03
2004,Piau,feb,20,1/1/04
2005,Piau,feb,26,1/1/05
2006,Piau,feb,23,1/1/06
2007,Piau,feb,11,1/1/07
2008,Piau,feb,21,1/1/08
2009,Piau,feb,19,1/1/09
2010,Piau,feb,54,1/1/10
2011,Piau,feb,11,1/1/11
2012,Piau,feb,31,1/1/12
2013,Piau,feb,68,1/1/13
2014,Piau,feb,14,1/1/14
2015,Piau,feb,38,1/1/15
2016,Piau,feb,97,1/1/16
2017,Piau,feb,24,1/1/17
1998,Piau,mar,0,1/1/98
1999,Piau,mar,4,1/1/99
2000,Piau,mar,14,1/1/00
2001,Piau,mar,2,1/1/01
2002,Piau,mar,63,1/1/02
2003,Piau,mar,15,1/1/03
2004,Piau,mar,27,1/1/04
2005,Piau,mar,13,1/1/05
2006,Piau,mar,18,1/1/06
2007,Piau,mar,31,1/1/07
2008,Piau,mar,4,1/1/08
2009,Piau,mar,17,1/1/09
2010,Piau,mar,47,1/1/10
2011,Piau,mar,15,1/1/11
2012,Piau,mar,71,1/1/12
2013,Piau,mar,14,1/1/13
2014,Piau,mar,88,1/1/14
2015,Piau,mar,35,1/1/15
2016,Piau,mar,53,1/1/16
2017,Piau,mar,25,1/1/17
1998,Piau,apr,0,1/1/98
1999,Piau,apr,10,1/1/99
2000,Piau,apr,15,1/1/00
2001,Piau,apr,1,1/1/01
2002,Piau,apr,87,1/1/02
2003,Piau,apr,22,1/1/03
2004,Piau,apr,10,1/1/04
2005,Piau,apr,3,1/1/05
2006,Piau,apr,1,1/1/06
2007,Piau,apr,9,1/1/07
2008,Piau,apr,7,1/1/08
2009,Piau,apr,8,1/1/09
2010,Piau,apr,56,1/1/10
2011,Piau,apr,16,1/1/11
2012,Piau,apr,119,1/1/12
2013,Piau,apr,34,1/1/13
2014,Piau,apr,63,1/1/14
2015,Piau,apr,50,1/1/15
2016,Piau,apr,35,1/1/16
2017,Piau,apr,25,1/1/17
1998,Piau,may,0,1/1/98
1999,Piau,may,8,1/1/99
2000,Piau,may,25,1/1/00
2001,Piau,may,36,1/1/01
2002,Piau,may,84,1/1/02
2003,Piau,may,13,1/1/03
2004,Piau,may,80,1/1/04
2005,Piau,may,22,1/1/05
2006,Piau,may,0,1/1/06
2007,Piau,may,52,1/1/07
2008,Piau,may,12,1/1/08
2009,Piau,may,12,1/1/09
2010,Piau,may,231,1/1/10
2011,Piau,may,77,1/1/11
2012,Piau,may,334,1/1/12
2013,Piau,may,40,1/1/13
2014,Piau,may,138,1/1/14
2015,Piau,may,66,1/1/15
2016,Piau,may,60,1/1/16
2017,Piau,may,36,1/1/17
1998,Piau,jun,46,1/1/98
1999,Piau,jun,47,1/1/99
2000,Piau,jun,18,1/1/00
2001,Piau,jun,87,1/1/01
2002,Piau,jun,161,1/1/02
2003,Piau,jun,88,1/1/03
2004,Piau,jun,239,1/1/04
2005,Piau,jun,171,1/1/05
2006,Piau,jun,40,1/1/06
2007,Piau,jun,303,1/1/07
2008,Piau,jun,33,1/1/08
2009,Piau,jun,56,1/1/09
2010,Piau,jun,208,1/1/10
2011,Piau,jun,462,1/1/11
2012,Piau,jun,834,1/1/12
2013,Piau,jun,263,1/1/13
2014,Piau,jun,373,1/1/14
2015,Piau,jun,283,1/1/15
2016,Piau,jun,153,1/1/16
2017,Piau,jun,193,1/1/17
1998,Piau,jul,189,1/1/98
1999,Piau,jul,123,1/1/99
2000,Piau,jul,75,1/1/00
2001,Piau,jul,337,1/1/01
2002,Piau,jul,534,1/1/02
2003,Piau,jul,407,1/1/03
2004,Piau,jul,564,1/1/04
2005,Piau,jul,445,1/1/05
2006,Piau,jul,150,1/1/06
2007,Piau,jul,919,1/1/07
2008,Piau,jul,97,1/1/08
2009,Piau,jul,302,1/1/09
2010,Piau,jul,1.696,1/1/10
2011,Piau,jul,864,1/1/11
2012,Piau,jul,1.755,1/1/12
2013,Piau,jul,361,1/1/13
2014,Piau,jul,1.177,1/1/14
2015,Piau,jul,690,1/1/15
2016,Piau,jul,754,1/1/16
2017,Piau,jul,643,1/1/17
1998,Piau,aug,711,1/1/98
1999,Piau,aug,499,1/1/99
2000,Piau,aug,415,1/1/00
2001,Piau,aug,1.133,1/1/01
2002,Piau,aug,2.28,1/1/02
2003,Piau,aug,864,1/1/03
2004,Piau,aug,1.002,1/1/04
2005,Piau,aug,943,1/1/05
2006,Piau,aug,911,1/1/06
2007,Piau,aug,3.551,1/1/07
2008,Piau,aug,290,1/1/08
2009,Piau,aug,790,1/1/09
2010,Piau,aug,4.035,1/1/10
2011,Piau,aug,1.958,1/1/11
2012,Piau,aug,3.614,1/1/12
2013,Piau,aug,1.015,1/1/13
2014,Piau,aug,2.265,1/1/14
2015,Piau,aug,2.057,1/1/15
2016,Piau,aug,1.647,1/1/16
2017,Piau,aug,1.572,1/1/17
1998,Piau,sep,1.991,1/1/98
1999,Piau,sep,872,1/1/99
2000,Piau,sep,1.099,1/1/00
2001,Piau,sep,2.401,1/1/01
2002,Piau,sep,2.475,1/1/02
2003,Piau,sep,3.399,1/1/03
2004,Piau,sep,2.662,1/1/04
2005,Piau,sep,3.136,1/1/05
2006,Piau,sep,1.618,1/1/06
2007,Piau,sep,4.078,1/1/07
2008,Piau,sep,1.472,1/1/08
2009,Piau,sep,1.709,1/1/09
2010,Piau,sep,5.392,1/1/10
2011,Piau,sep,4.402,1/1/11
2012,Piau,sep,4.479,1/1/12
2013,Piau,sep,2.311,1/1/13
2014,Piau,sep,2.536,1/1/14
2015,Piau,sep,5.828,1/1/15
2016,Piau,sep,1.394,1/1/16
2017,Piau,sep,3.422,1/1/17
1998,Piau,oct,2.586,1/1/98
1999,Piau,oct,1.438,1/1/99
2000,Piau,oct,2.558,1/1/00
2001,Piau,oct,3.742,1/1/01
2002,Piau,oct,2.757,1/1/02
2003,Piau,oct,2.332,1/1/03
2004,Piau,oct,2.144,1/1/04
2005,Piau,oct,3.263,1/1/05
2006,Piau,oct,1.443,1/1/06
2007,Piau,oct,2.331,1/1/07
2008,Piau,oct,1.83,1/1/08
2009,Piau,oct,913,1/1/09
2010,Piau,oct,3.863,1/1/10
2011,Piau,oct,1.484,1/1/11
2012,Piau,oct,2.506,1/1/12
2013,Piau,oct,1.269,1/1/13
2014,Piau,oct,1.788,1/1/14
2015,Piau,oct,4.068,1/1/15
2016,Piau,oct,2.598,1/1/16
2017,Piau,oct,3.004,1/1/17
1998,Piau,nov,424,1/1/98
1999,Piau,nov,334,1/1/99
2000,Piau,nov,450,1/1/00
2001,Piau,nov,1.484,1/1/01
2002,Piau,nov,1.174,1/1/02
2003,Piau,nov,1.248,1/1/03
2004,Piau,nov,1.798,1/1/04
2005,Piau,nov,1.599,1/1/05
2006,Piau,nov,740,1/1/06
2007,Piau,nov,939,1/1/07
2008,Piau,nov,594,1/1/08
2009,Piau,nov,1.336,1/1/09
2010,Piau,nov,1.417,1/1/10
2011,Piau,nov,825,1/1/11
2012,Piau,nov,447,1/1/12
2013,Piau,nov,640,1/1/13
2014,Piau,nov,717,1/1/14
2015,Piau,nov,897,1/1/15
2016,Piau,nov,1.126,1/1/16
2017,Piau,nov,449,1/1/17
1998,Piau,dec,119,1/1/98
1999,Piau,dec,74,1/1/99
2000,Piau,dec,79,1/1/00
2001,Piau,dec,230,1/1/01
2002,Piau,dec,373,1/1/02
2003,Piau,dec,459,1/1/03
2004,Piau,dec,788,1/1/04
2005,Piau,dec,486,1/1/05
2006,Piau,dec,339,1/1/06
2007,Piau,dec,317,1/1/07
2008,Piau,dec,329,1/1/08
2009,Piau,dec,570,1/1/09
2010,Piau,dec,357,1/1/10
2011,Piau,dec,362,1/1/11
2012,Piau,dec,334,1/1/12
2013,Piau,dec,468,1/1/13
2014,Piau,dec,346,1/1/14
2015,Piau,dec,626,1/1/15
2016,Piau,dec,374,1/1/16
1998,Rio,jan,0,1/1/98
1999,Rio,jan,0,1/1/99
2000,Rio,jan,0,1/1/00
2001,Rio,jan,0,1/1/01
2002,Rio,jan,0,1/1/02
2003,Rio,jan,0,1/1/03
2004,Rio,jan,1,1/1/04
2005,Rio,jan,5,1/1/05
2006,Rio,jan,12,1/1/06
2007,Rio,jan,0,1/1/07
2008,Rio,jan,1,1/1/08
2009,Rio,jan,3,1/1/09
2010,Rio,jan,13,1/1/10
2011,Rio,jan,10,1/1/11
2012,Rio,jan,12,1/1/12
2013,Rio,jan,9,1/1/13
2014,Rio,jan,35,1/1/14
2015,Rio,jan,97,1/1/15
2016,Rio,jan,9,1/1/16
2017,Rio,jan,15,1/1/17
1998,Rio,feb,0,1/1/98
1999,Rio,feb,0,1/1/99
2000,Rio,feb,1,1/1/00
2001,Rio,feb,3,1/1/01
2002,Rio,feb,1,1/1/02
2003,Rio,feb,10,1/1/03
2004,Rio,feb,8,1/1/04
2005,Rio,feb,4,1/1/05
2006,Rio,feb,7,1/1/06
2007,Rio,feb,15,1/1/07
2008,Rio,feb,2,1/1/08
2009,Rio,feb,5,1/1/09
2010,Rio,feb,73,1/1/10
2011,Rio,feb,36,1/1/11
2012,Rio,feb,11,1/1/12
2013,Rio,feb,12,1/1/13
2014,Rio,feb,116,1/1/14
2015,Rio,feb,36,1/1/15
2016,Rio,feb,16,1/1/16
2017,Rio,feb,34,1/1/17
1998,Rio,mar,0,1/1/98
1999,Rio,mar,0,1/1/99
2000,Rio,mar,0,1/1/00
2001,Rio,mar,0,1/1/01
2002,Rio,mar,1,1/1/02
2003,Rio,mar,23,1/1/03
2004,Rio,mar,4,1/1/04
2005,Rio,mar,7,1/1/05
2006,Rio,mar,8,1/1/06
2007,Rio,mar,27,1/1/07
2008,Rio,mar,2,1/1/08
2009,Rio,mar,5,1/1/09
2010,Rio,mar,10,1/1/10
2011,Rio,mar,7,1/1/11
2012,Rio,mar,20,1/1/12
2013,Rio,mar,9,1/1/13
2014,Rio,mar,38,1/1/14
2015,Rio,mar,23,1/1/15
2016,Rio,mar,16,1/1/16
2017,Rio,mar,10,1/1/17
1998,Rio,apr,0,1/1/98
1999,Rio,apr,1,1/1/99
2000,Rio,apr,2,1/1/00
2001,Rio,apr,2,1/1/01
2002,Rio,apr,8,1/1/02
2003,Rio,apr,11,1/1/03
2004,Rio,apr,3,1/1/04
2005,Rio,apr,1,1/1/05
2006,Rio,apr,8,1/1/06
2007,Rio,apr,9,1/1/07
2008,Rio,apr,2,1/1/08
2009,Rio,apr,1,1/1/09
2010,Rio,apr,10,1/1/10
2011,Rio,apr,12,1/1/11
2012,Rio,apr,12,1/1/12
2013,Rio,apr,9,1/1/13
2014,Rio,apr,25,1/1/14
2015,Rio,apr,24,1/1/15
2016,Rio,apr,45,1/1/16
2017,Rio,apr,12,1/1/17
1998,Rio,may,0,1/1/98
1999,Rio,may,7,1/1/99
2000,Rio,may,5,1/1/00
2001,Rio,may,4,1/1/01
2002,Rio,may,4,1/1/02
2003,Rio,may,1,1/1/03
2004,Rio,may,0,1/1/04
2005,Rio,may,11,1/1/05
2006,Rio,may,4,1/1/06
2007,Rio,may,2,1/1/07
2008,Rio,may,0,1/1/08
2009,Rio,may,37,1/1/09
2010,Rio,may,6,1/1/10
2011,Rio,may,17,1/1/11
2012,Rio,may,18,1/1/12
2013,Rio,may,16,1/1/13
2014,Rio,may,20,1/1/14
2015,Rio,may,21,1/1/15
2016,Rio,may,30,1/1/16
2017,Rio,may,15,1/1/17
1998,Rio,jun,3,1/1/98
1999,Rio,jun,8,1/1/99
2000,Rio,jun,14,1/1/00
2001,Rio,jun,13,1/1/01
2002,Rio,jun,13,1/1/02
2003,Rio,jun,13,1/1/03
2004,Rio,jun,19,1/1/04
2005,Rio,jun,16,1/1/05
2006,Rio,jun,19,1/1/06
2007,Rio,jun,3,1/1/07
2008,Rio,jun,4,1/1/08
2009,Rio,jun,33,1/1/09
2010,Rio,jun,7,1/1/10
2011,Rio,jun,33,1/1/11
2012,Rio,jun,14,1/1/12
2013,Rio,jun,17,1/1/13
2014,Rio,jun,54,1/1/14
2015,Rio,jun,33,1/1/15
2016,Rio,jun,37,1/1/16
2017,Rio,jun,68,1/1/17
1998,Rio,jul,21,1/1/98
1999,Rio,jul,14,1/1/99
2000,Rio,jul,22,1/1/00
2001,Rio,jul,57,1/1/01
2002,Rio,jul,17,1/1/02
2003,Rio,jul,42,1/1/03
2004,Rio,jul,23,1/1/04
2005,Rio,jul,20,1/1/05
2006,Rio,jul,54,1/1/06
2007,Rio,jul,15,1/1/07
2008,Rio,jul,14,1/1/08
2009,Rio,jul,56,1/1/09
2010,Rio,jul,55,1/1/10
2011,Rio,jul,121,1/1/11
2012,Rio,jul,50,1/1/12
2013,Rio,jul,58,1/1/13
2014,Rio,jul,62,1/1/14
2015,Rio,jul,74,1/1/15
2016,Rio,jul,131,1/1/16
2017,Rio,jul,70,1/1/17
1998,Rio,aug,21,1/1/98
1999,Rio,aug,88,1/1/99
2000,Rio,aug,34,1/1/00
2001,Rio,aug,129,1/1/01
2002,Rio,aug,184,1/1/02
2003,Rio,aug,191,1/1/03
2004,Rio,aug,74,1/1/04
2005,Rio,aug,98,1/1/05
2006,Rio,aug,79,1/1/06
2007,Rio,aug,189,1/1/07
2008,Rio,aug,19,1/1/08
2009,Rio,aug,91,1/1/09
2010,Rio,aug,316,1/1/10
2011,Rio,aug,250,1/1/11
2012,Rio,aug,72,1/1/12
2013,Rio,aug,74,1/1/13
2014,Rio,aug,199,1/1/14
2015,Rio,aug,158,1/1/15
2016,Rio,aug,241,1/1/16
2017,Rio,aug,164,1/1/17
1998,Rio,sep,44,1/1/98
1999,Rio,sep,192,1/1/99
2000,Rio,sep,16,1/1/00
2001,Rio,sep,60,1/1/01
2002,Rio,sep,45,1/1/02
2003,Rio,sep,166,1/1/03
2004,Rio,sep,205,1/1/04
2005,Rio,sep,46,1/1/05
2006,Rio,sep,197,1/1/06
2007,Rio,sep,223,1/1/07
2008,Rio,sep,132,1/1/08
2009,Rio,sep,90,1/1/09
2010,Rio,sep,353,1/1/10
2011,Rio,sep,510,1/1/11
2012,Rio,sep,172,1/1/12
2013,Rio,sep,117,1/1/13
2014,Rio,sep,318,1/1/14
2015,Rio,sep,85,1/1/15
2016,Rio,sep,195,1/1/16
2017,Rio,sep,728,1/1/17
1998,Rio,oct,6,1/1/98
1999,Rio,oct,30,1/1/99
2000,Rio,oct,25,1/1/00
2001,Rio,oct,33,1/1/01
2002,Rio,oct,313,1/1/02
2003,Rio,oct,81,1/1/03
2004,Rio,oct,26,1/1/04
2005,Rio,oct,116,1/1/05
2006,Rio,oct,12,1/1/06
2007,Rio,oct,137,1/1/07
2008,Rio,oct,42,1/1/08
2009,Rio,oct,18,1/1/09
2010,Rio,oct,35,1/1/10
2011,Rio,oct,114,1/1/11
2012,Rio,oct,163,1/1/12
2013,Rio,oct,44,1/1/13
2014,Rio,oct,500,1/1/14
2015,Rio,oct,96,1/1/15
2016,Rio,oct,30,1/1/16
2017,Rio,oct,238,1/1/17
1998,Rio,nov,6,1/1/98
1999,Rio,nov,16,1/1/99
2000,Rio,nov,2,1/1/00
2001,Rio,nov,4,1/1/01
2002,Rio,nov,11,1/1/02
2003,Rio,nov,5,1/1/03
2004,Rio,nov,49,1/1/04
2005,Rio,nov,12,1/1/05
2006,Rio,nov,1,1/1/06
2007,Rio,nov,1,1/1/07
2008,Rio,nov,0,1/1/08
2009,Rio,nov,27,1/1/09
2010,Rio,nov,23,1/1/10
2011,Rio,nov,20,1/1/11
2012,Rio,nov,13,1/1/12
2013,Rio,nov,28,1/1/13
2014,Rio,nov,36,1/1/14
2015,Rio,nov,6,1/1/15
2016,Rio,nov,19,1/1/16
2017,Rio,nov,43,1/1/17
1998,Rio,dec,1,1/1/98
1999,Rio,dec,0,1/1/99
2000,Rio,dec,0,1/1/00
2001,Rio,dec,2,1/1/01
2002,Rio,dec,8,1/1/02
2003,Rio,dec,10,1/1/03
2004,Rio,dec,9,1/1/04
2005,Rio,dec,2,1/1/05
2006,Rio,dec,0,1/1/06
2007,Rio,dec,0,1/1/07
2008,Rio,dec,6,1/1/08
2009,Rio,dec,1,1/1/09
2010,Rio,dec,10,1/1/10
2011,Rio,dec,3,1/1/11
2012,Rio,dec,18,1/1/12
2013,Rio,dec,12,1/1/13
2014,Rio,dec,25,1/1/14
2015,Rio,dec,11,1/1/15
2016,Rio,dec,5,1/1/16
1998,Rio,jan,0,1/1/98
1999,Rio,jan,32,1/1/99
2000,Rio,jan,1,1/1/00
2001,Rio,jan,2,1/1/01
2002,Rio,jan,4,1/1/02
2003,Rio,jan,113,1/1/03
2004,Rio,jan,44,1/1/04
2005,Rio,jan,153,1/1/05
2006,Rio,jan,93,1/1/06
2007,Rio,jan,63,1/1/07
2008,Rio,jan,70,1/1/08
2009,Rio,jan,110,1/1/09
2010,Rio,jan,32,1/1/10
2011,Rio,jan,15,1/1/11
2012,Rio,jan,72,1/1/12
2013,Rio,jan,25,1/1/13
2014,Rio,jan,34,1/1/14
2015,Rio,jan,45,1/1/15
2016,Rio,jan,15,1/1/16
2017,Rio,jan,28,1/1/17
1998,Rio,feb,0,1/1/98
1999,Rio,feb,11,1/1/99
2000,Rio,feb,7,1/1/00
2001,Rio,feb,0,1/1/01
2002,Rio,feb,18,1/1/02
2003,Rio,feb,9,1/1/03
2004,Rio,feb,5,1/1/04
2005,Rio,feb,42,1/1/05
2006,Rio,feb,21,1/1/06
2007,Rio,feb,9,1/1/07
2008,Rio,feb,25,1/1/08
2009,Rio,feb,8,1/1/09
2010,Rio,feb,12,1/1/10
2011,Rio,feb,5,1/1/11
2012,Rio,feb,13,1/1/12
2013,Rio,feb,24,1/1/13
2014,Rio,feb,8,1/1/14
2015,Rio,feb,15,1/1/15
2016,Rio,feb,2,1/1/16
2017,Rio,feb,10,1/1/17
1998,Rio,mar,0,1/1/98
1999,Rio,mar,9,1/1/99
2000,Rio,mar,11,1/1/00
2001,Rio,mar,0,1/1/01
2002,Rio,mar,3,1/1/02
2003,Rio,mar,1,1/1/03
2004,Rio,mar,1,1/1/04
2005,Rio,mar,15,1/1/05
2006,Rio,mar,8,1/1/06
2007,Rio,mar,7,1/1/07
2008,Rio,mar,3,1/1/08
2009,Rio,mar,2,1/1/09
2010,Rio,mar,23,1/1/10
2011,Rio,mar,3,1/1/11
2012,Rio,mar,2,1/1/12
2013,Rio,mar,6,1/1/13
2014,Rio,mar,6,1/1/14
2015,Rio,mar,3,1/1/15
2016,Rio,mar,1,1/1/16
2017,Rio,mar,3,1/1/17
1998,Rio,apr,0,1/1/98
1999,Rio,apr,21,1/1/99
